AUD,1.7603,2002,01,02
AUD,1.752,2002,01,03
AUD,1.728,2002,01,04
AUD,1.718,2002,01,07
AUD,1.711,2002,01,08
AUD,1.707,2002,01,09
AUD,1.6968,2002,01,10
AUD,1.7119,2002,01,11
AUD,1.7229,2002,01,14
AUD,1.7196,2002,01,15
AUD,1.7136,2002,01,16
AUD,1.7137,2002,01,17
AUD,1.7129,2002,01,18
AUD,1.7072,2002,01,21
AUD,1.7015,2002,01,22
AUD,1.7013,2002,01,23
AUD,1.6976,2002,01,24
AUD,1.6805,2002,01,25
AUD,1.6679,2002,01,28
AUD,1.677,2002,01,29
AUD,1.7074,2002,01,30
AUD,1.6976,2002,01,31
AUD,1.6933,2002,02,01
AUD,1.693,2002,02,04
AUD,1.6993,2002,02,05
AUD,1.7067,2002,02,06
AUD,1.707,2002,02,07
AUD,1.7125,2002,02,08
AUD,1.7141,2002,02,11
AUD,1.721,2002,02,12
AUD,1.719,2002,02,13
AUD,1.6864,2002,02,14
AUD,1.6833,2002,02,15
AUD,1.684,2002,02,18
AUD,1.683,2002,02,19
AUD,1.6903,2002,02,20
AUD,1.6883,2002,02,21
AUD,1.6975,2002,02,22
AUD,1.6995,2002,02,25
AUD,1.6891,2002,02,26
AUD,1.6832,2002,02,27
AUD,1.6761,2002,02,28
AUD,1.6783,2002,03,01
AUD,1.662,2002,03,04
AUD,1.6692,2002,03,05
AUD,1.6743,2002,03,06
AUD,1.673,2002,03,07
AUD,1.6785,2002,03,08
AUD,1.6785,2002,03,11
AUD,1.681,2002,03,12
AUD,1.681,2002,03,13
AUD,1.688,2002,03,14
AUD,1.6879,2002,03,15
AUD,1.6793,2002,03,18
AUD,1.6837,2002,03,19
AUD,1.6638,2002,03,20
AUD,1.6619,2002,03,21
AUD,1.6536,2002,03,22
AUD,1.6477,2002,03,25
AUD,1.6529,2002,03,26
AUD,1.6569,2002,03,27
AUD,1.6382,2002,03,28
AUD,1.6464,2002,04,02
AUD,1.6572,2002,04,03
AUD,1.6567,2002,04,04
AUD,1.6531,2002,04,05
AUD,1.6626,2002,04,08
AUD,1.655,2002,04,09
AUD,1.6576,2002,04,10
AUD,1.6451,2002,04,11
AUD,1.6455,2002,04,12
AUD,1.6525,2002,04,15
AUD,1.6582,2002,04,16
AUD,1.6524,2002,04,17
AUD,1.6528,2002,04,18
AUD,1.6464,2002,04,19
AUD,1.6464,2002,04,22
AUD,1.6492,2002,04,23
AUD,1.6475,2002,04,24
AUD,1.6471,2002,04,25
AUD,1.6507,2002,04,26
AUD,1.6689,2002,04,29
AUD,1.6772,2002,04,30
AUD,1.6824,2002,05,02
AUD,1.6876,2002,05,03
AUD,1.6982,2002,05,06
AUD,1.6867,2002,05,07
AUD,1.678,2002,05,08
AUD,1.6753,2002,05,09
AUD,1.677,2002,05,10
AUD,1.6686,2002,05,13
AUD,1.6596,2002,05,14
AUD,1.6533,2002,05,15
AUD,1.661,2002,05,16
AUD,1.6605,2002,05,17
AUD,1.6684,2002,05,20
AUD,1.6591,2002,05,21
AUD,1.6598,2002,05,22
AUD,1.6598,2002,05,23
AUD,1.6578,2002,05,24
AUD,1.6516,2002,05,27
AUD,1.6503,2002,05,28
AUD,1.6494,2002,05,29
AUD,1.66,2002,05,30
AUD,1.6514,2002,05,31
AUD,1.6424,2002,06,03
AUD,1.64,2002,06,04
AUD,1.636,2002,06,05
AUD,1.6401,2002,06,06
AUD,1.6482,2002,06,07
AUD,1.6583,2002,06,10
AUD,1.6623,2002,06,11
AUD,1.6594,2002,06,12
AUD,1.6568,2002,06,13
AUD,1.672,2002,06,14
AUD,1.6899,2002,06,17
AUD,1.6836,2002,06,18
AUD,1.6891,2002,06,19
AUD,1.686,2002,06,20
AUD,1.6831,2002,06,21
AUD,1.6952,2002,06,24
AUD,1.7026,2002,06,25
AUD,1.727,2002,06,26
AUD,1.743,2002,06,27
AUD,1.7702,2002,06,28
AUD,1.7667,2002,07,01
AUD,1.7563,2002,07,02
AUD,1.7526,2002,07,03
AUD,1.7608,2002,07,04
AUD,1.745,2002,07,05
AUD,1.7445,2002,07,08
AUD,1.7536,2002,07,09
AUD,1.7405,2002,07,10
AUD,1.766,2002,07,11
AUD,1.7647,2002,07,12
AUD,1.7839,2002,07,15
AUD,1.8054,2002,07,16
AUD,1.8143,2002,07,17
AUD,1.8225,2002,07,18
AUD,1.8271,2002,07,19
AUD,1.8243,2002,07,22
AUD,1.823,2002,07,23
AUD,1.8494,2002,07,24
AUD,1.8495,2002,07,25
AUD,1.8548,2002,07,26
AUD,1.8213,2002,07,29
AUD,1.8055,2002,07,30
AUD,1.7885,2002,07,31
AUD,1.8121,2002,08,01
AUD,1.8277,2002,08,02
AUD,1.8327,2002,08,05
AUD,1.8391,2002,08,06
AUD,1.8206,2002,08,07
AUD,1.8113,2002,08,08
AUD,1.8153,2002,08,09
AUD,1.8083,2002,08,12
AUD,1.8217,2002,08,13
AUD,1.8312,2002,08,14
AUD,1.8069,2002,08,15
AUD,1.802,2002,08,16
AUD,1.8018,2002,08,19
AUD,1.794,2002,08,20
AUD,1.79,2002,08,21
AUD,1.8087,2002,08,22
AUD,1.784,2002,08,23
AUD,1.7845,2002,08,26
AUD,1.7666,2002,08,27
AUD,1.7782,2002,08,28
AUD,1.783,2002,08,29
AUD,1.78,2002,08,30
AUD,1.7803,2002,09,02
AUD,1.8016,2002,09,03
AUD,1.8262,2002,09,04
AUD,1.832,2002,09,05
AUD,1.8222,2002,09,06
AUD,1.7935,2002,09,09
AUD,1.775,2002,09,10
AUD,1.7826,2002,09,11
AUD,1.7646,2002,09,12
AUD,1.7793,2002,09,13
AUD,1.7692,2002,09,16
AUD,1.7683,2002,09,17
AUD,1.7764,2002,09,18
AUD,1.7778,2002,09,19
AUD,1.7919,2002,09,20
AUD,1.7982,2002,09,23
AUD,1.8087,2002,09,24
AUD,1.7913,2002,09,25
AUD,1.8021,2002,09,26
AUD,1.7948,2002,09,27
AUD,1.8101,2002,09,30
AUD,1.8185,2002,10,01
AUD,1.8067,2002,10,02
AUD,1.8179,2002,10,03
AUD,1.8024,2002,10,04
AUD,1.7832,2002,10,07
AUD,1.7878,2002,10,08
AUD,1.7925,2002,10,09
AUD,1.7998,2002,10,10
AUD,1.7981,2002,10,11
AUD,1.8063,2002,10,14
AUD,1.7948,2002,10,15
AUD,1.7947,2002,10,16
AUD,1.774,2002,10,17
AUD,1.7665,2002,10,18
AUD,1.7616,2002,10,21
AUD,1.7643,2002,10,22
AUD,1.7668,2002,10,23
AUD,1.7543,2002,10,24
AUD,1.7572,2002,10,25
AUD,1.7501,2002,10,28
AUD,1.7579,2002,10,29
AUD,1.7741,2002,10,30
AUD,1.7813,2002,10,31
AUD,1.7915,2002,11,01
AUD,1.7726,2002,11,04
AUD,1.7815,2002,11,05
AUD,1.7756,2002,11,06
AUD,1.7758,2002,11,07
AUD,1.7861,2002,11,08
AUD,1.8075,2002,11,11
AUD,1.7952,2002,11,12
AUD,1.7983,2002,11,13
AUD,1.7935,2002,11,14
AUD,1.7805,2002,11,15
AUD,1.7896,2002,11,18
AUD,1.7988,2002,11,19
AUD,1.7915,2002,11,20
AUD,1.7845,2002,11,21
AUD,1.7788,2002,11,22
AUD,1.7692,2002,11,25
AUD,1.7698,2002,11,26
AUD,1.7829,2002,11,27
AUD,1.7806,2002,11,28
AUD,1.7755,2002,11,29
AUD,1.7649,2002,12,02
AUD,1.7827,2002,12,03
AUD,1.7854,2002,12,04
AUD,1.7813,2002,12,05
AUD,1.7847,2002,12,06
AUD,1.7927,2002,12,09
AUD,1.7946,2002,12,10
AUD,1.7955,2002,12,11
AUD,1.7942,2002,12,12
AUD,1.805,2002,12,13
AUD,1.807,2002,12,16
AUD,1.814,2002,12,17
